DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIANCE,HOUR,MONTH,DAY_OF_WEEK,TEMP_DIFF
2020-05-15 00:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,25.184316133333333,22.8575074,0.0,0,5,4,-2.3268087333333334
2020-05-15 00:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,25.08458866666667,22.761667866666663,0.0,0,5,4,-2.3229208000000057
2020-05-15 00:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.935752600000004,22.59230553333333,0.0,0,5,4,-2.3434470666666734
2020-05-15 00:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.8461304,22.36085213333333,0.0,0,5,4,-2.4852782666666684
2020-05-15 01:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.621525357142858,22.165422642857145,0.0,1,5,4,-2.456102714285713
2020-05-15 01:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.5360922,21.968570866666667,0.0,1,5,4,-2.5675213333333318
2020-05-15 01:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.638673866666664,22.352925666666668,0.0,1,5,4,-2.285748199999997
2020-05-15 01:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.87302233333333,23.1609192,0.0,1,5,4,-1.7121031333333327
2020-05-15 02:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.936930466666663,23.026113,0.0,2,5,4,-1.9108174666666642
2020-05-15 02:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,25.0122476,23.343229266666665,0.0,2,5,4,-1.6690183333333337
2020-05-15 02:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,25.005149333333332,23.639459266666663,0.0,2,5,4,-1.3656900666666694
2020-05-15 02:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.993019533333328,24.0394858,0.0,2,5,4,-0.9535337333333267
2020-05-15 03:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,25.016309428571425,24.384135571428573,0.0,3,5,4,-0.6321738571428526
2020-05-15 03:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.985215266666664,24.35150773333333,0.0,3,5,4,-0.6337075333333324
2020-05-15 03:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.93773193333333,24.060296533333336,0.0,3,5,4,-0.8774353999999924
2020-05-15 03:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.87909953333333,23.709794133333336,0.0,3,5,4,-1.1693053999999954
2020-05-15 04:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.6789022,22.58994153333333,0.0,4,5,4,-2.0889606666666687
2020-05-15 04:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.3519308,21.78364253333333,0.0,4,5,4,-2.56828826666667
2020-05-15 04:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.0626222,21.85252493333333,0.0,4,5,4,-2.2100972666666685
2020-05-15 04:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.013224200000003,22.306315,0.0,4,5,4,-1.706909200000002
2020-05-15 05:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.1771058,22.551908466666664,0.0,5,5,4,-1.625197333333336
2020-05-15 05:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.304888,22.979492071428577,0.0,5,5,4,-1.325395928571421
2020-05-15 05:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.328727266666665,23.452380466666668,0.0,5,5,4,-0.8763467999999968
2020-05-15 05:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,24.28921113333333,23.09669193333333,0.0008627212413333,5,5,4,-1.1925191999999996
2020-05-15 06:00:00,44.864229025238096,4.329960317523809,0.0,4135001,HmiyD2TTLFNqkNe,24.088446066666663,22.2067566,0.0058869571866666,6,5,4,-1.8816894666666641
2020-05-15 06:15:00,292.48100906190473,28.254223356190476,3.5,4135001,HmiyD2TTLFNqkNe,24.01163526666667,22.35345866666667,0.0222816074666666,6,5,4,-1.6581766000000009
2020-05-15 06:30:00,694.1433982636364,67.28157467545454,22.0,4135001,HmiyD2TTLFNqkNe,23.976731266666665,22.893282,0.0494097238666666,6,5,4,-1.0834492666666655
2020-05-15 06:45:00,1301.2086039545454,126.83855519545455,40.66666667,4135001,HmiyD2TTLFNqkNe,24.21899,24.442443933333333,0.0953944536,6,5,4,0.22345393333333163
2020-05-15 07:00:00,1879.3597403181818,184.21191558636363,82.375,4135001,HmiyD2TTLFNqkNe,24.5373984,27.185652866666665,0.1419404433333333,7,5,4,2.648254466666664
2020-05-15 07:15:00,2025.6458331818183,198.57830086818183,134.1428571,4135001,HmiyD2TTLFNqkNe,24.8159595,28.888477857142853,0.1547126757142856,7,5,4,4.072518357142851
2020-05-15 07:30:00,1982.6950757272725,194.3606872272727,187.5,4135001,HmiyD2TTLFNqkNe,24.988789866666668,29.6056438,0.1487991533333333,7,5,4,4.616853933333331
2020-05-15 07:45:00,2017.9951298636363,197.82248375909091,237.7142857,4135001,HmiyD2TTLFNqkNe,25.21618033333333,29.547110933333336,0.1447934189333333,7,5,4,4.330930600000006
2020-05-15 08:00:00,2947.036526,289.34586038636365,296.375,4135001,HmiyD2TTLFNqkNe,25.41951306666667,31.412544733333327,0.2016386213333333,8,5,4,5.993031666666656
2020-05-15 08:15:00,4633.507142818182,454.63930195000006,395.5,4135001,HmiyD2TTLFNqkNe,25.95908213333333,35.5287108,0.3457076533333333,8,5,4,9.56962866666667
2020-05-15 08:30:00,5096.7984305909085,499.80013527727266,532.75,4135001,HmiyD2TTLFNqkNe,26.430782066666666,40.3180586,0.4053485726666666,8,5,4,13.887276533333335
2020-05-15 08:45:00,4204.793831136363,412.7303571409091,641.4285714,4135001,HmiyD2TTLFNqkNe,26.8318298,39.08195373333332,0.3124267953333332,8,5,4,12.25012393333332
2020-05-15 09:00:00,7527.222402636364,736.8795454545455,809.125,4135001,HmiyD2TTLFNqkNe,27.6209698,45.0092326,0.6231526486666666,9,5,4,17.388262799999996
2020-05-15 09:15:00,4492.091720772727,440.5832792272727,956.7142857,4135001,HmiyD2TTLFNqkNe,27.988362071428572,46.6177065,0.3448840357142857,9,5,4,18.629344428571425
2020-05-15 09:30:00,3478.284090863636,341.4272727318182,1061.857143,4135001,HmiyD2TTLFNqkNe,27.516727866666667,39.136326,0.2492484,9,5,4,11.61959813333333
2020-05-15 09:45:00,7335.001623409091,717.8687499954546,1180.375,4135001,HmiyD2TTLFNqkNe,27.450107666666668,40.93057693333333,0.5412059773333334,9,5,4,13.48046926666666
2020-05-15 10:00:00,8319.3733765,813.4908279181818,1413.714286,4135001,HmiyD2TTLFNqkNe,28.632191866666663,52.5477356,0.670675372,10,5,4,23.91554373333334
2020-05-15 10:15:00,7214.388798681818,705.9977272727273,1596.125,4135001,HmiyD2TTLFNqkNe,28.768912733333337,47.633738,0.5722834766666666,10,5,4,18.864825266666664
2020-05-15 10:30:00,5868.347077954545,574.9359902681819,1782.428571,4135001,HmiyD2TTLFNqkNe,29.35144260000001,49.249723266666656,0.4551483833333333,10,5,4,19.898280666666647
2020-05-15 10:45:00,5141.961038954545,504.16495129545456,1936.75,4135001,HmiyD2TTLFNqkNe,28.854707866666665,44.048325600000005,0.3619616539999999,10,5,4,15.19361773333334
2020-05-15 11:00:00,8807.637986681819,860.7526947499999,2124.571429,4135001,HmiyD2TTLFNqkNe,29.410819333333336,47.68545339999999,0.6365608813333332,11,5,4,18.274634066666657
2020-05-15 11:15:00,7286.419372272728,712.8960768363636,2371.0,4135001,HmiyD2TTLFNqkNe,30.21606228571428,50.006988571428565,0.5857872135714286,11,5,4,19.790926285714285
2020-05-15 11:30:00,7064.052759727273,691.2401785727272,2584.428571,4135001,HmiyD2TTLFNqkNe,30.2870728,49.8413636,0.5570693833333333,11,5,4,19.5542908
2020-05-15 11:45:00,7621.2816557727265,745.5267857136364,2748.25,4135001,HmiyD2TTLFNqkNe,30.811049333333333,47.8363832,0.4679868693333333,11,5,4,17.025333866666667
2020-05-15 12:00:00,7082.804383090909,693.2185606,2898.714286,4135001,HmiyD2TTLFNqkNe,31.305375066666663,49.183583533333326,0.5149625866666667,12,5,4,17.878208466666663
2020-05-15 12:15:00,9525.8817645,930.7735389318182,3069.75,4135001,HmiyD2TTLFNqkNe,31.50729773333333,49.84449266666666,0.7878660286666666,12,5,4,18.33719493333333
2020-05-15 12:30:00,8994.750000454545,879.1685064545454,3322.857143,4135001,HmiyD2TTLFNqkNe,32.147684733333335,52.35325513333333,0.6492476293333334,12,5,4,20.205570399999992
2020-05-15 12:45:00,9519.056276954545,930.4953463454545,3525.714286,4135001,HmiyD2TTLFNqkNe,32.39142040000001,50.631239933333326,0.761243312,12,5,4,18.239819533333318
2020-05-15 13:00:00,5901.925324681818,578.2671266227272,3721.75,4135001,HmiyD2TTLFNqkNe,32.622796071428574,49.610767714285714,0.4160351014285714,13,5,4,16.98797164285714
2020-05-15 13:15:00,6806.388798818181,666.6357142863636,3883.428571,4135001,HmiyD2TTLFNqkNe,32.49706446666666,47.01116133333333,0.489243946,13,5,4,14.51409686666667
2020-05-15 13:30:00,7980.612013,781.1663149318182,4058.5,4135001,HmiyD2TTLFNqkNe,32.52462140000001,46.66986293333333,0.574561224,13,5,4,14.14524153333332
2020-05-15 13:45:00,7771.3904219999995,760.7610389772727,4254.857143,4135001,HmiyD2TTLFNqkNe,32.67847086666667,47.516884133333335,0.560985624,13,5,4,14.838413266666663
2020-05-15 14:00:00,10110.850649727274,988.5030032227273,4476.25,4135001,HmiyD2TTLFNqkNe,33.763185400000005,49.80390433333333,0.7350834633333333,14,5,4,16.040718933333324
2020-05-15 14:15:00,11809.694805454545,1152.3884740454546,4755.857143,4135001,HmiyD2TTLFNqkNe,34.13076993333335,55.030613,0.8936614913333333,14,5,4,20.899843066666655
2020-05-15 14:30:00,6495.54237009091,635.8725487,4989.625,4135001,HmiyD2TTLFNqkNe,34.08138426666667,54.51913673333334,0.466788824,14,5,4,20.437752466666673
2020-05-15 14:45:00,7305.251352818182,714.6843344227273,5143.142857,4135001,HmiyD2TTLFNqkNe,33.69572221428571,47.618194642857134,0.5421384957142857,14,5,4,13.922472428571425
2020-05-15 15:00:00,5845.653409090909,572.8984577954545,5319.25,4135001,HmiyD2TTLFNqkNe,33.89057606666666,46.02908119999999,0.3988885433333333,15,5,4,12.138505133333332
2020-05-15 15:15:00,6511.597402545454,637.7739448045454,5483.0,4135001,HmiyD2TTLFNqkNe,34.043744000000004,44.28609193333333,0.4472921486666666,15,5,4,10.242347933333328
2020-05-15 15:30:00,7588.469155909092,742.8599837590909,5647.75,4135001,HmiyD2TTLFNqkNe,34.40285233333333,46.7442812,0.5651963973333332,15,5,4,12.341428866666675
2020-05-15 15:45:00,4888.507305181818,479.26209415,5780.714286,4135001,HmiyD2TTLFNqkNe,34.430942666666674,43.9206158,0.3462306933333333,15,5,4,9.489673133333326
2020-05-15 16:00:00,4960.030844136363,486.5465097409091,5924.5,4135001,HmiyD2TTLFNqkNe,34.38115033333334,43.332853333333325,0.3581823699999999,16,5,4,8.951702999999988
2020-05-15 16:15:00,4522.409902590909,443.7930194818182,6037.142857,4135001,HmiyD2TTLFNqkNe,34.12625693333333,41.007431933333336,0.3288961193333332,16,5,4,6.881175000000006
2020-05-15 16:30:00,4730.891233772727,464.12110389090907,6154.428571,4135001,HmiyD2TTLFNqkNe,34.35660993333333,41.28059066666666,0.344954196,16,5,4,6.92398073333333
2020-05-15 16:45:00,3535.327110409091,347.44361472272726,6260.5,4135001,HmiyD2TTLFNqkNe,33.86159653333333,39.419075933333325,0.260346758,16,5,4,5.557479399999991
2020-05-15 17:00:00,2268.8076298636365,222.49967532272728,6336.428571,4135001,HmiyD2TTLFNqkNe,33.443313571428575,36.82670364285714,0.1668127414285714,17,5,4,3.3833900714285647
2020-05-15 17:15:00,2259.9391234545456,221.5911526,6394.625,4135001,HmiyD2TTLFNqkNe,33.30025473333334,35.852207400000005,0.1738986373333333,17,5,4,2.551952666666665
2020-05-15 17:30:00,1193.1287878636363,116.27348484999999,6433.0,4135001,HmiyD2TTLFNqkNe,33.03212220000001,34.3384004,0.08716189,17,5,4,1.306278199999987
2020-05-15 17:45:00,517.7840909090909,50.09115259772727,6454.875,4135001,HmiyD2TTLFNqkNe,32.311871133333334,31.54853933333333,0.0384030336,17,5,4,-0.7633318000000031
2020-05-15 18:00:00,295.6818181818182,28.56258116909091,6465.428571,4135001,HmiyD2TTLFNqkNe,31.13241364285714,30.225331,0.0225449364285714,18,5,4,-0.9070826428571408
2020-05-15 18:15:00,99.96444805045454,9.643262987045453,6469.714286,4135001,HmiyD2TTLFNqkNe,29.243110933333337,28.6825074,0.00914994484,18,5,4,-0.5606035333333388
2020-05-15 18:30:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,28.495518,27.285992266666668,0.001841024544,18,5,4,-1.209525733333333
2020-05-15 18:45:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,27.8840638,25.96194653333333,0.0,18,5,4,-1.922117266666671
2020-05-15 19:00:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,27.455975400000003,25.38531306666667,0.0,19,5,4,-2.0706623333333347
2020-05-15 19:15:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,27.0975484,25.200846400000003,0.0,19,5,4,-1.8967019999999977
2020-05-15 19:30:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,27.01870113333333,25.745267733333336,0.00012538276,19,5,4,-1.2734333999999947
2020-05-15 19:45:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,23.787237466666667,22.5114056,0.000100219904,19,5,4,-1.2758318666666675
2020-05-15 20:00:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.66317964285714,20.290725714285717,0.0,20,5,4,-2.3724539285714243
2020-05-15 20:15:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,23.412097066666668,20.736596666666667,0.0,20,5,4,-2.6755004000000007
2020-05-15 20:30:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.30098866666667,20.375416933333337,0.0,20,5,4,-1.9255717333333315
2020-05-15 20:45:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.0374816,20.312805133333327,0.0,20,5,4,-1.724676466666672
2020-05-15 21:00:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.168518066666667,20.6512674,0.0,21,5,4,-1.5172506666666692
2020-05-15 21:15:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.1193604,20.632086200000003,0.0,21,5,4,-1.487274199999998
2020-05-15 21:30:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.221250333333334,20.75869966666667,0.0,21,5,4,-1.4625506666666652
2020-05-15 21:45:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.236828466666665,20.914416666666668,0.0,21,5,4,-1.3224117999999976
2020-05-15 22:00:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.22185842857143,20.895703928571425,0.0,22,5,4,-1.3261545000000048
2020-05-15 22:15:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.149312533333333,20.732185866666665,0.0,22,5,4,-1.4171266666666682
2020-05-15 22:30:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.104713866666668,20.82985206666667,0.0,22,5,4,-1.2748617999999965
2020-05-15 22:45:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.057079933333338,21.072275666666663,0.0,22,5,4,-0.984804266666675
2020-05-15 23:00:00,0.0,0.0,6471.0,4135001,HmiyD2TTLFNqkNe,22.23601830769231,21.241316538461536,0.0,23,5,4,-0.9947017692307725
2020-05-16 02:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.68216,20.072144,0.0,2,5,5,-1.6100159999999981
2020-05-16 02:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.6884114,19.9192038,0.0,2,5,5,-1.7692076000000014
2020-05-16 02:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.510408533333337,19.59269193333333,0.0,2,5,5,-1.9177166000000057
2020-05-16 02:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.496287,19.6248698,0.0,2,5,5,-1.8714171999999998
2020-05-16 03:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.6459126,20.065205933333328,0.0,3,5,5,-1.5807066666666714
2020-05-16 03:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.674314200000005,20.11216013333333,0.0,3,5,5,-1.5621540666666753
2020-05-16 03:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.73142093333333,20.351884,0.0,3,5,5,-1.3795369333333305
2020-05-16 03:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.78016573333333,20.50589406666667,0.0,3,5,5,-1.2742716666666603
2020-05-16 04:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.85855535714285,20.81391042857143,0.0,4,5,5,-1.0446449285714223
2020-05-16 04:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.89991073333333,20.712640333333333,0.0,4,5,5,-1.1872703999999956
2020-05-16 04:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.92704853333333,20.726037733333335,0.0,4,5,5,-1.2010107999999953
2020-05-16 04:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,22.028684400000003,20.796402866666664,0.0,4,5,5,-1.2322815333333388
2020-05-16 05:00:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.93278,20.6822592,0.0,5,5,5,-1.2505208000000003
2020-05-16 05:15:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.866251666666663,20.472369333333333,0.0,5,5,5,-1.3938823333333303
2020-05-16 05:30:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.876585066666664,20.760192866666667,0.0,5,5,5,-1.1163921999999964
2020-05-16 05:45:00,0.0,0.0,0.0,4135001,HmiyD2TTLFNqkNe,21.959989266666664,20.5434348,0.0001471694642,5,5,5,-1.416554466666664
2020-05-16 06:00:00,51.41152597409091,4.9619318182272725,0.571428571,4135001,HmiyD2TTLFNqkNe,21.9232375,20.25681407142857,0.0062059593785714,6,5,5,-1.6664234285714308
2020-05-16 06:15:00,339.78814934545454,32.83863636363636,5.25,4135001,HmiyD2TTLFNqkNe,21.860400400000003,20.4303872,0.0236337368666666,6,5,5,-1.4300132000000048
2020-05-16 06:30:00,705.9740259772727,68.42207792227272,18.14285714,4135001,HmiyD2TTLFNqkNe,21.985833666666664,21.195638,0.0495149681333333,6,5,5,-0.7901956666666656
2020-05-16 06:45:00,1128.9707791363637,109.75917207272728,40.28571429,4135001,HmiyD2TTLFNqkNe,22.13967073333333,22.189410333333328,0.0792696434666666,6,5,5,0.049739599999998774
2020-05-16 07:00:00,1552.4074675000002,151.71493506363637,73.125,4135001,HmiyD2TTLFNqkNe,22.45271393333333,23.1112346,0.1090379683333333,7,5,5,0.6585206666666679
2020-05-16 07:15:00,1970.3660714545454,193.1534090909091,118.0,4135001,HmiyD2TTLFNqkNe,22.6524518,24.241701266666663,0.1381154516666666,7,5,5,1.5892494666666614
2020-05-16 07:30:00,2474.7264610454545,242.67418831363636,174.0,4135001,HmiyD2TTLFNqkNe,22.97513853333333,25.668487533333334,0.1741175246666666,7,5,5,2.693349000000005
2020-05-16 07:45:00,3424.889610363636,336.57954545,248.25,4135001,HmiyD2TTLFNqkNe,23.38855407142857,27.937476071428577,0.2436428057142857,7,5,5,4.548922000000008
2020-05-16 08:00:00,4197.211039,412.29415584545455,348.1428571,4135001,HmiyD2TTLFNqkNe,23.8905234,30.79129613333333,0.2980529893333333,8,5,5,6.90077273333333
2020-05-16 08:15:00,4783.422889681818,469.13823051818184,464.875,4135001,HmiyD2TTLFNqkNe,24.42785433333333,33.0092104,0.3386504113333334,8,5,5,8.581356066666672
2020-05-16 08:30:00,5934.526785681818,581.5097402636364,600.1428571,4135001,HmiyD2TTLFNqkNe,25.166898466666662,36.606188800000005,0.4275489526666667,8,5,5,11.439290333333343
2020-05-16 08:45:00,6476.682629909091,634.458035709091,764.0,4135001,HmiyD2TTLFNqkNe,25.757175666666665,38.892010733333336,0.4700814853333333,8,5,5,13.134835066666671
2020-05-16 09:00:00,6407.104707818182,627.6648538999999,937.7142857,4135001,HmiyD2TTLFNqkNe,25.999422266666667,38.70590013333334,0.4611857686666666,9,5,5,12.70647786666667
2020-05-16 09:15:00,5800.233766227273,568.4112013,1093.375,4135001,HmiyD2TTLFNqkNe,26.297007333333337,39.343784466666655,0.41958991,9,5,5,13.046777133333318
2020-05-16 09:30:00,5899.064123318182,578.0513798681818,1242.0,4135001,HmiyD2TTLFNqkNe,26.59366866666667,39.879952333333335,0.420493884,9,5,5,13.286283666666666
2020-05-16 09:45:00,7324.919642818181,717.1883116909091,1413.0,4135001,HmiyD2TTLFNqkNe,27.030969466666665,41.825665333333326,0.5405936786666665,9,5,5,14.794695866666661
2020-05-16 10:00:00,7346.37094159091,719.2301136318182,1623.142857,4135001,HmiyD2TTLFNqkNe,27.611354533333337,46.072651933333326,0.491453022,10,5,5,18.46129739999999
2020-05-16 10:15:00,7135.819805227273,698.6644480545455,1787.125,4135001,HmiyD2TTLFNqkNe,27.93121328571429,44.468571,0.4697288307142857,10,5,5,16.537357714285708
2020-05-16 10:30:00,9403.3222405,919.6238636318183,2016.857143,4135001,HmiyD2TTLFNqkNe,28.2829874,48.962665,0.654436842,10,5,5,20.6796776
2020-05-16 10:45:00,8322.5194805,814.3025974,2226.714286,4135001,HmiyD2TTLFNqkNe,28.78232633333333,50.154118,0.5955213746666665,10,5,5,21.371791666666667
2020-05-16 11:00:00,8061.10795459091,788.8946428590909,2453.0,4135001,HmiyD2TTLFNqkNe,29.1554974,49.15606886666666,0.5752638966666666,11,5,5,20.000571466666656
2020-05-16 11:15:00,7606.743506636363,744.6465909045454,2666.857143,4135001,HmiyD2TTLFNqkNe,29.3643758,48.12385466666667,0.5423748746666666,11,5,5,18.759478866666672
2020-05-16 11:30:00,7165.221590954546,701.5830357136364,2855.0,4135001,HmiyD2TTLFNqkNe,29.6892496,46.51825533333333,0.4934305533333333,11,5,5,16.82900573333333
2020-05-16 11:45:00,8862.228084409091,866.964935059091,3037.0,4135001,HmiyD2TTLFNqkNe,29.8473918,47.0438902,0.62278731,11,5,5,17.1964984
2020-05-16 12:00:00,9018.992694818182,882.2447240227273,3272.375,4135001,HmiyD2TTLFNqkNe,30.089862066666665,50.091819333333326,0.6620043019999999,12,5,5,20.00195726666666
2020-05-16 12:15:00,7497.198051954546,733.9509740227272,3492.0,4135001,HmiyD2TTLFNqkNe,30.376898714285712,48.67528185714285,0.5404251285714285,12,5,5,18.298383142857137
2020-05-16 12:30:00,10394.434253136364,1015.9577921772728,3724.75,4135001,HmiyD2TTLFNqkNe,30.8864686,50.44957046666666,0.76711941,12,5,5,19.563101866666656
